,report_id,effective_date,report_type,au_price_usd_troy_oz,reported_gold_price_rolling_40_mean,reported_gold_price_rolling_40_std,reported_gold_price_upper_1STD,reported_gold_price_lower_1STD,reported_gold_price_upper_2STD,reported_gold_price_lower_2STD
308,2014-000008250 Northland Resources S.A-f1-02180596_1-1-1,2012-10-24,FS,1350.0,1309.5057543907342,244.80121068185798,1554.3069650725922,1064.7045437088761,1799.1081757544503,819.9033330270182
309,2012-000008502 Entree Gold Inc-f1-01983697_3-1-1,2012-10-24,PEA,1200.0,1305.980754390734,245.35062691830575,1551.33138130904,1060.6301274724283,1796.6820082273457,815.2795005541226
310,2012-000031649 ADR Capital Corp-f1-01983556_1-1-1,2012-10-26,PEA,1200.0,1308.2057543907342,243.93655521085856,1552.1423096015928,1064.2691991798756,1796.0788648124512,820.3326439690171
311,2012-000007910 ABCOURT MINES INC-f1-01991939_1-1-1,2012-11-05,,1436.0,1304.105754390734,240.25690113611512,1544.3626555268493,1063.848853254619,1784.6195566629644,823.5919521185039
312,2012-000003827 Wildcat Silver Corporation-f1-01981481_3-1-1,2012-11-12,PEA,1525.0,1305.8585646313998,241.63693761238792,1547.4955022437878,1064.2216270190117,1789.1324398561756,822.584689406624
313,2012-000009131 Euromax Resources Ltd-f1-01995793_2-1-1,2012-12-05,PEA,1274.0,1306.4585646313997,241.5244513834361,1547.9830160148358,1064.9341132479635,1789.5074673982717,823.4096618645275
314,2012-000026619 Crazy Horse Resources Inc-f1-01922019_3-1-1,2012-12-06,PFS,1000.0,1297.785196304174,246.21742543491192,1544.002621739086,1051.567770869262,1790.2200471739977,805.3503454343502
315,2013-000003840 Crocodile Gold Corp-f1-02012009_1-1-1,2012-12-07,PEA,1465.1,1297.162696304174,245.75003015102757,1542.9127264552017,1051.4126661531463,1788.662756606229,805.6626360021189
316,2013-000030715 Chieftain Metals Inc-f1-02009167_1-1-1,2012-12-12,,1455.0,1296.037696304174,244.89919606601217,1540.9368923701861,1051.138500238162,1785.8360884361982,806.2393041721497
317,2013-000012585 Scorpio Mining Corporation-f1-02063975_1-1-1,2012-12-31,PEA,1400.0,1297.787696304174,245.3977020996001,1543.1853984037741,1052.389994204574,1788.5831005033742,806.9922921049738
318,2013-000003840 Crocodile Gold Corp-f1-02096256_5-1-1,2012-12-31,MRE,1517.425,1300.723321304174,247.3464159587095,1548.0697372628836,1053.3769053454646,1795.416153221593,806.0304893867551
319,2013-000003240 ST ANDREW GOLDFIELDS LTD-f1-02028107_2-1-1,2012-12-31,,1400.0,1304.748321304174,247.6260515869513,1552.3743728911252,1057.1222697172227,1800.0004244780766,809.4962181302714
320,2013-000005589 Barkerville Gold Mines Ltd-f1-02076174_1-1-1,2012-12-31,MRE,1520.0,1308.998321304174,249.8712933468244,1558.8696146509983,1059.1270279573496,1808.7409079978227,809.2557346105252
321,2013-000005861 Coventry Resources Inc-f1-02008101_1-1-1,2013-01-01,PEA,1472.0,1314.373321304174,251.0338093049998,1565.4071306091737,1063.3395119991742,1816.4409399141737,812.3057026941743
322,2013-000023684 Western Copper and Gold Corporation-f1-02014531_1-1-1,2013-01-25,FS,1485.4147767362165,1321.1086907225795,251.9393610516169,1573.0480517741964,1069.1693296709625,1824.9874128258134,817.2299686193456
323,2013-000004246 Vista Gold Corp-f1-02024103_1-1-1,2013-02-08,PEA,1480.0,1324.3586907225795,253.15716536494307,1577.5158560875225,1071.2015253576365,1830.6730214524655,818.0443599926933
324,2013-000029481 Rio Novo Gold Inc-f1-02017584_1-1-1,2013-02-20,FS,1450.0,1349.3586907225795,210.3559914979143,1559.7146822204938,1139.002699224665,1770.070673718408,928.646707726751
325,2013-000029999 St. Augustine Gold and Copper Limited-f1-02126728_1-1-1,2013-02-25,PFS,1250.0,1342.9234944184054,209.33179558885166,1552.2552900072571,1133.5916988295537,1761.5870855961089,924.2599032407021
326,2013-000026119 B2Gold Corp-f1-02019563_1-1-1,2013-02-25,FS,1550.0,1347.0734944184055,211.79796402176004,1558.8714584401655,1135.2755303966455,1770.6694224619255,923.4775663748854
327,2013-000026433 Northern Vertex Mining Corp-f1-02040622_1-1-1,2013-03-05,PEA,1500.0,1346.6234944184055,211.44431714027743,1558.067811558683,1135.179177278128,1769.5121286989604,923.7348601378505
328,2013-000023397 Lydian International Limited-f1-02064622_2-1-1,2013-03-05,FS,1200.0,1341.6234944184055,212.51175946667001,1554.1352538850756,1129.1117349517353,1766.6470133517455,916.5999754850654
329,2013-000021345 Deer Horn Metals Inc-f1-02040985_1-1-1,2013-03-12,PEA,1494.0,1344.0734944184055,213.71622472077706,1557.7897191391826,1130.3572696976285,1771.5059438599596,916.6410449768514
330,2013-000022260 Brazilian Gold Corporation-f1-02041500_1-1-1,2013-03-31,PEA,1500.0,1341.5734944184055,211.21595841823725,1552.7894528366428,1130.3575360001682,1764.00541125488,919.141577581931
331,2013-000027259 Lumina Copper Corp-f1-02065843_2-1-1,2013-04-09,PEA,1200.0,1334.0734944184055,210.77203380769726,1544.8455282261027,1123.3014606107083,1755.6175620338,912.529426803011
332,2013-000004818 New Gold Inc-f1-02090330_2-1-1,2013-04-10,FS,1400.0,1337.8234944184055,210.57215164308693,1548.3956460614925,1127.2513427753186,1758.9677977045794,916.6791911322316
333,2013-000015107 Colt Resources Inc-f1-02056615_1-1-1,2013-05-07,PEA,1425.0,1343.4484944184055,209.79986882301915,1553.2483632414246,1133.6486255953864,1763.0482320644437,923.8487567723672
334,2013-000005760 Sunridge Gold Corp-f1-02080601_3-1-1,2013-05-16,FS,1400.0,1346.0984944184054,209.82871112919236,1555.9272055475976,1136.2697832892131,1765.75591667679,926.4410721600207
335,2013-000001146 Moss Lake Gold Mines Ltd-f1-02110849_2-1-1,2013-05-31,PEA,1546.0,1349.3734944184055,211.94336459352687,1561.3168590119324,1137.4301298248786,1773.2602236054593,925.4867652313517
336,2013-000026979 El Tigre Silver Corp-f1-02097813_1-1-1,2013-06-01,PFS,1289.0,1356.5984944184054,204.524131686335,1561.1226261047404,1152.0743627320703,1765.6467577910753,947.5502310457354
337,2013-000008209 El Nino Ventures Inc-f1-02086368_1-1-1,2013-06-04,PEA,1540.0,1360.4984944184055,206.53748445912197,1567.0359788775274,1153.9610099592835,1773.5734633366494,947.4235255001615
338,2013-000004926 AVINO SILVER & GOLD MINES LTD-f1-02086857_1-1-1,2013-07-19,PEA,1347.0,1362.9234944184054,205.77487288135717,1568.6983672997626,1157.1486215370483,1774.4732401811198,951.3737486556911
339,2013-000029631 Pan American Goldfields Ltd-f1-02088952_2-1-1,2013-07-24,PEA,1400.0,1367.9234944184054,204.13791443574505,1572.0614088541504,1163.7855799826605,1776.1993232898956,959.6476655469153
340,"2013-000021638 Coeur Mining, Inc-f1-02088838_1-1-1",2013-07-26,PEA,1500.0,1373.5484944184054,204.61114081058574,1578.1596352289912,1168.9373536078197,1782.770776039577,964.3262127972339
341,2013-000016244 Mandalay Resources Corporation-f1-02120032_3-1-1,2013-07-31,,1300.0,1370.6734944184054,204.82159638766046,1575.495090806066,1165.851898030745,1780.3166871937265,961.0303016430845
342,2013-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-02129007_3-1-1,2013-08-01,PEA,1300.0,1367.7984944184054,204.9904842219875,1572.788978640393,1162.8080101964179,1777.7794628623803,957.8175259744305
343,2014-000003116 Gran Colombia Gold Corp-f1-02134822_1-12-1,2013-08-01,,1198.0,1367.7484944184055,205.03270159551752,1572.781196013923,1162.715792822888,1777.8138976094406,957.6830912273704
344,2013-000008323 SEAFIELD RESOURCES LTD-f1-02091565_2-1-1,2013-08-02,PEA,1500.0,1375.2484944184055,204.22453979769682,1579.4730342161024,1171.0239546207085,1783.697574013799,966.7994148230118
345,2013-000013198 Nevada Copper Corp-f1-02132890_1-1-1,2013-08-22,FS,1376.0,1398.3984944184053,138.5897591126113,1536.9882535310167,1259.808735305794,1675.578012643628,1121.2189761931827
346,2013-000005673 Bellhaven Copper & Gold Inc-f1-02129085_1-1-1,2013-09-01,PEA,1400.0,1399.8484944184054,138.28764211916373,1538.1361365375692,1261.5608522992416,1676.4237786567328,1123.273210180078
347,2013-000025437 West Kirkland Mining Inc-f1-02112513_1-1-1,2013-09-13,PEA,1525.0,1394.2484944184055,127.93399059688235,1522.1824850152877,1266.3145038215232,1650.1164756121702,1138.3805132246407
348,2013-000031524 Red Eagle Mining Corporation-f1-02125139_2-1-1,2013-10-01,,1300.0,1392.9984944184055,128.61984150215355,1521.618335920559,1264.378652916252,1650.2381774227126,1135.7588114140983
349,2013-000005717 Belvedere Resources Ltd-f1-02118272_1-1-1,2013-10-02,PEA,1200.0,1392.9984944184055,128.61984150215355,1521.618335920559,1264.378652916252,1650.2381774227126,1135.7588114140983
350,2013-000008938 THEMAC Resources Group Limited-f1-02135989_1-1-1,2013-10-07,FS,1350.0,1396.7484944184055,124.98383825447428,1521.7323326728797,1271.7646561639312,1646.7161709273541,1146.7808179094568
351,2013-000018439 Endeavour Mining Corporation-f1-02143581_3-1-1,2013-10-31,FS,1300.0,1393.3484944184054,125.73625465477528,1519.0847490731808,1267.61223976363,1644.821003727956,1141.8759851088548
352,2013-000022850 Alexco Resource Corp-f1-02146314_2-1-1,2013-11-15,,1300.0,1387.7234944184054,124.72439577314745,1512.447890191553,1262.9990986452578,1637.1722859647002,1138.2747028721105
353,2014-000031649 Delta Gold Corporation-f1-02222286_2-1-1,2013-11-30,PEA,1350.0,1389.6234944184055,123.52062528763597,1513.1441197060415,1266.1028691307695,1636.6647449936775,1142.5822438431335
354,2014-000024639 Carlisle Goldfields Limited-f1-02156870_1-1-1,2013-12-02,PEA,1300.0,1397.1234944184055,107.29928827821531,1504.4227826966207,1289.8242061401902,1611.722070974836,1182.524917861975
355,2013-000027051 Batero Gold Corp-f1-02127976_1-2-1,2013-12-16,PEA,1400.0,1395.4959944184054,106.73401784627237,1502.2300122646777,1288.761976572133,1608.9640301109503,1182.0279587258606
356,2014-000025546 Argonaut Gold Inc-f1-02160128_1-1-1,2013-12-17,PFS,1250.0,1390.3709944184054,108.70704041199551,1499.0780348304008,1281.66395400641,1607.7850752423965,1172.9569135944143
357,2014-000026380 Confederation Minerals Ltd-f1-02290902_1-1-1,2013-12-17,PEA,1400.0,1390.3709944184054,108.70704041199551,1499.0780348304008,1281.66395400641,1607.7850752423965,1172.9569135944143
358,2014-000003840 Crocodile Gold Corp-f1-02214910_1-1-1,2013-12-31,,1270.6699999999998,1384.2021194184053,108.31281996121548,1492.5149393796207,1275.88929945719,1600.8277593408363,1167.5764794959744
359,2014-000004818 New Gold Inc-f1-02156614_1-1-1,2014-01-14,FS,1300.0,1381.7021194184053,109.09011043966073,1490.792229858066,1272.6120089787446,1599.8823402977268,1163.5218985390838
360,2014-000004818 New Gold Inc-f1-02164189_2-1-1,2014-01-16,FS,1300.0,1376.2021194184053,107.4726403082051,1483.6747597266105,1268.7294791102001,1591.1474000348155,1161.2568388019952
361,2014-000003827 Wildcat Silver Corporation-f1-02155649_1-1-1,2014-01-17,PFS,1250.0,1370.6521194184054,108.12884161838632,1478.7809610367917,1262.523277800019,1586.909802655178,1154.3944361816327
362,2014-000015722 Platinum Group Metals Ltd-f1-02175498_1-1-1,2014-02-14,,1548.84,1372.2377499999998,110.29818483029892,1482.5359348302986,1261.939565169701,1592.8341196605977,1151.6413803394018
363,2014-000024639 Carlisle Goldfields Limited-f1-02197097_2-1-1,2014-02-27,PEA,1100.0,1362.7377499999998,116.94317966075018,1479.68092966075,1245.7945703392495,1596.6241093215,1128.8513906784995
364,2014-000004261 Integra Gold Corp-f1-02199292_1-1-1,2014-02-28,,1275.0,1358.3627499999998,116.86834264571499,1475.2310926457149,1241.4944073542847,1592.0994352914297,1124.6260647085699
365,2014-000011649 InZinc Mining Ltd-f1-02204980_1-1-1,2014-03-17,PEA,1300.0,1359.6127499999998,115.94333231207406,1475.5560823120738,1243.6694176879257,1591.499414624148,1127.7260853758517
366,2014-000001767 Dundee Precious Metals Inc-f1-02184661_1-1-1,2014-03-21,FS,1250.0,1352.1127499999998,112.97708481034302,1465.0898348103428,1239.1356651896567,1578.066919620686,1126.1585803793137
367,2014-000003851 Salazar Resources Limited-f1-02173905_1-2-1,2014-03-21,PEA,1200.0,1344.6127499999998,112.86555378283045,1457.4783037828302,1231.7471962171694,1570.3438575656608,1118.8816424343388
368,2014-000004686 Clifton Star Resources Inc-f1-02213823_1-1-1,2014-03-26,PFS,1300.0,1347.1127499999998,110.66629741954476,1457.7790474195444,1236.4464525804551,1568.4453448390893,1125.7801551609102
369,2014-000026119 B2Gold Corp-f1-02188230_1-1-1,2014-03-31,PEA,1351.0,1343.53775,108.07905078175177,1451.6168007817516,1235.4586992182483,1559.6958515635035,1127.3796484364964
370,2014-000002470 Fortune Minerals Limited-f1-02205231_1-1-1,2014-04-02,FS,1350.0,1339.78775,105.07152539415098,1444.859275394151,1234.716224605849,1549.930800788302,1129.644699211698
371,2014-000002470 Fortune Minerals Limited-f1-02236003_2-1-1,2014-04-18,,1350.0,1343.53775,102.60231510077307,1446.140065100773,1240.935434899227,1548.742380201546,1138.333119798454
372,2014-000003447 Orex Exploration Inc-f1-02197031_1-1-1,2014-04-22,,1200.0,1338.53775,104.63333629411963,1443.1710862941195,1233.9044137058804,1547.8044225882393,1129.2710774117606
373,2014-000028199 Amara Mining plc ( Cluff Gold plc)-f1-02201531_2-1-1,2014-04-25,PEA,1250.0,1334.16275,104.58401787466177,1438.7467678746618,1229.578732125338,1543.3307857493235,1124.9947142506765
374,2014-000024750 TriMetals Mining Inc-f1-02202566_2-1-1,2014-04-30,PEA,1300.0,1331.66275,104.1642446894838,1435.8269946894839,1227.498505310516,1539.9912393789675,1123.3342606210324
375,2014-000009674 Mustang Minerals Corp-f1-02213716_1-1-1,2014-04-30,PEA,1650.0,1334.2627499999999,110.74168985405022,1445.0044398540501,1223.5210601459496,1555.7461297081004,1112.7793702918993
376,2014-000028620 Avala Resources Ltd-f1-02233248_1-1-1,2014-05-01,PEA,1300.0,1334.53775,110.64002005783131,1445.1777700578314,1223.8977299421686,1555.8177901156625,1113.2577098843374
377,2014-000004087 Gold Bullion Development Corp-f1-02225064_1-1-1,2014-05-06,PFS,1285.1110703139343,1328.1655267578483,105.73447619891638,1433.9000029567646,1222.431050558932,1539.634479155681,1116.6965743600156
378,2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014-05-13,,1200.0,1324.4905267578483,107.60121516472793,1432.0917419225761,1216.8893115931205,1539.6929570873042,1109.2880964283925
379,2014-000017484 Almaden Minerals Ltd-f1-02217962_2-1-1,2014-05-13,PEA,1320.0,1322.4905267578483,106.90294219804852,1429.3934689558969,1215.5875845597998,1536.2964111539454,1108.6846423617512
380,2014-000025188 Rye Patch Gold Corp-f1-02212216_1-2-1,2014-05-21,PEA,1350.0,1318.7405267578483,103.07900641799581,1421.819533175844,1215.6615203398526,1524.89853959384,1112.5825139218566
381,2014-000005689 Capstone Mining Corp-f1-02231705_2-1-1,2014-05-22,FS,1275.0,1318.1155267578483,103.2711619014594,1421.3866886593078,1214.844364856389,1524.6578505607672,1111.5732029549295
382,2014-000028675 Discovery Ventures Inc-f1-02215154_1-1-1,2014-05-26,,1101.5237745548009,1313.1536211217183,108.78482370229278,1421.9384448240112,1204.3687974194254,1530.7232685263039,1095.5839737171327
383,2014-000000204 GoldQuest Mining Corp-f1-02232713_1-1-1,2014-05-27,,1300.0,1315.7036211217182,107.20026049298471,1422.9038816147029,1208.5033606287336,1530.1041421076877,1101.3031001357488
384,2014-000002432 Pan American Silver Corp-f1-02241756_2-1-1,2014-05-31,PEA,1300.0,1310.7036211217182,102.9644432763918,1413.6680643981101,1207.7391778453264,1516.6325076745018,1104.7747345689347
385,2014-000003840 Crocodile Gold Corp-f1-02221893_3-1-1,2014-06-01,FS,1325.1475,1309.4323086217184,102.45020625587766,1411.8825148775961,1206.9821023658408,1514.3327211334738,1104.531896109963
386,2014-000031007 Lexam VG Gold Inc-f1-02221767_1-1-1,2014-06-05,PEA,1300.0,1306.9323086217184,101.39820048943704,1408.3305091111556,1205.5341081322813,1509.7287096005925,1104.1359076428444
387,2014-000030613 Pretium Resources Inc-f1-02230004_2-1-1,2014-06-19,,1100.0,1296.3073086217184,100.2220668630555,1396.529375484774,1196.085241758663,1496.7514423478294,1095.8631748956075
388,2014-000036433 Star Gold Corp-f1-02267007_1-2-1,2014-06-30,PEA,1350.0,1297.5573086217184,100.58047089636365,1398.1377795180822,1196.9768377253547,1498.7182504144457,1096.3963668289912
389,2014-000003277 Atna Resources Ltd-f1-02268736_1-1-1,2014-06-30,PFS,1300.0,1300.0573086217184,99.32843115325272,1399.3857397749712,1200.7288774684657,1498.714170928224,1101.400446315213
390,2014-000027138 Golden Predator Mining Corp. ( Northern Tiger Resources Inc.)-f1-02281138_1-1-1,2014-07-22,PEA,1250.0,1297.5573086217184,99.29763778320206,1396.8549464049206,1198.2596708385163,1496.1525841881225,1098.9620330553144
391,2014-000014472 ATAC Resources Ltd-f1-02257788_1-1-1,2014-07-23,PEA,1250.0,1296.3073086217184,99.58040750116278,1395.8877161228813,1196.7269011205556,1495.468123624044,1097.146493619393
392,2014-000029214 IDM Mining Ltd. (Formerly Revolution Resources Corp.)-f1-02257635_1-1-1,2014-07-23,,1250.0,1295.0573086217184,99.84632751717085,1394.9036361388894,1195.2109811045475,1494.7499636560601,1095.3646535873768
393,2014-000008483 Alacer Gold Corp-f1-02237181_1-1-1,2014-07-29,FS,1300.0,1293.8073086217184,99.45305637749098,1393.2603649992095,1194.3542522442274,1492.7134213767004,1094.9011958667365
394,2014-000002068 SOLITARIO EXPLORATION & ROYALTY CORP-f1-02269331_2-1-1,2014-08-14,FS,1300.0,1293.8073086217184,99.45305637749098,1393.2603649992095,1194.3542522442274,1492.7134213767004,1094.9011958667365
395,2014-000023735 Duluth Metals Limited-f1-02265653_2-1-1,2014-08-20,,1300.0,1291.3073086217184,97.96087238443926,1389.2681810061576,1193.3464362372792,1487.229053390597,1095.3855638528398
396,2014-000029249 GoGold Resources Inc-f1-02264712_2-1-1,2014-08-22,PEA,1250.0,1291.3073086217184,97.96087238443926,1389.2681810061576,1193.3464362372792,1487.229053390597,1095.3855638528398
397,"2014-000021638 Coeur Mining, Inc-f1-02257688_2-1-1",2014-08-29,FS,1350.0,1290.0573086217184,96.8510883245931,1386.9083969463115,1193.2062202971254,1483.7594852709046,1096.3551319725323
398,2014-000014910 Dynasty Metals & Mining Inc-f1-02261116_1-1-1,2014-09-17,,1300.0,1290.7905586217184,96.81156455480492,1387.6021231765233,1193.9789940669136,1484.4136877313283,1097.1674295121086
399,2014-000009149 Santa Fe Gold Corporation ( Azco Mining Inc.)-f1-02262315_1-1-1,2014-09-17,,1200.0,1288.2905586217184,97.8532121447485,1386.143770766467,1190.4373464769699,1483.9969829112154,1092.5841343322215
400,2014-000001767 Dundee Precious Metals Inc-f1-02266641_3-1-1,2014-09-30,,1250.0,1287.0405586217184,98.01901304534185,1385.0595716670603,1189.0215455763766,1483.078584712402,1091.0025325310348
401,2014-000031351 Monarques Resources Inc-f1-02268601_1-1-1,2014-10-07,,1361.0,1289.8155586217185,98.51347959347041,1388.329038215189,1191.302079028248,1486.8425178086593,1092.7885994347778
402,2014-000005846 ARGUS METALS CORP-f1-02266483_1-1-1,2014-10-08,PEA,1250.0,1282.3445586217185,89.26341092087642,1371.607969542595,1193.0811477008422,1460.8713804634713,1103.8177367799658
403,2014-000005672 Atlantic Gold Corporation (previously Spur Ventures Inc.)-f1-02268435_1-1-1,2014-10-14,PEA,1300.0,1287.3445586217185,84.24818056184264,1371.5927391835612,1203.0963780598759,1455.8409197454039,1118.8481974980332
404,2014-000029868 Tahoe Resources Inc-f1-02274600_1-1-1,2014-11-05,,1300.0,1287.9695586217185,84.24698552929658,1372.2165441510151,1203.722573092422,1456.4635296803117,1119.4755875631254
405,2014-000022850 Alexco Resource Corp-f1-02296485_1-1-1,2014-11-15,,1210.0,1285.7195586217185,85.1148016312081,1370.8343602529267,1200.6047569905104,1455.9491618841348,1115.4899553593023
406,2015-000031701 Aurvista Gold Corporation-f1-02301905_1-1-1,2014-12-09,PEA,1350.0,1288.2195586217185,85.50644556417241,1373.726004185891,1202.713113057546,1459.2324497500633,1117.2066674933737
407,2014-000001122 Golden Star Resources Ltd-f1-02294323_2-1-1,2014-12-18,,1200.0,1288.2195586217185,85.50644556417241,1373.726004185891,1202.713113057546,1459.2324497500633,1117.2066674933737
408,2015-000031453 Pilot Gold Inc-f1-02308581_1-1-1,2014-12-20,PEA,1200.0,1285.7195586217185,86.60796564479598,1372.3275242665145,1199.1115929769226,1458.9354899113105,1112.5036273321266
409,2015-000001122 Golden Star Resources Ltd-f1-02347959_1-1-1,2014-12-31,FS,1200.0,1281.9445586217184,86.97965139511822,1368.9242100168367,1194.9649072266002,1455.903861411955,1107.985255831482
410,2015-000003348 SilverCrest Mines Inc-f1-02330093_1-1-1,2014-12-31,PFS,1300.0,1280.6945586217184,86.33341546051048,1367.0279740822289,1194.361143161208,1453.3613895427393,1108.0277277006976
411,2015-000026119 B2Gold Corp-f1-02327639_1-1-1,2014-12-31,FS,1300.0,1279.4445586217184,85.66360000100859,1365.108158622727,1193.78095862071,1450.7717586237356,1108.1173586197012
412,2015-000009080 Klondex Mines Ltd-f1-02320315_1-1-1,2014-12-31,,1000.0,1274.4445586217184,95.67166953177197,1370.1162281534905,1178.7728890899464,1465.7878976852624,1083.1012195581745
413,2015-000024464 Wellgreen Platinum Ltd-f1-02304935_1-2-1,2015-02-02,PEA,1250.0,1274.4445586217184,95.67166953177197,1370.1162281534905,1178.7728890899464,1465.7878976852624,1083.1012195581745
414,2015-000020738 Centerra Gold Inc-f1-02322271_1-1-1,2015-02-05,PEA,1250.0,1273.1945586217184,95.65584968119701,1368.8504083029154,1177.5387089405215,1464.5062579841124,1081.8828592593245
415,2015-000000834 Agnico Eagle Mines Limited-f1-02319129_1-1-1,2015-02-11,FS,1300.0,1264.4445586217184,73.81982788784336,1338.2643865095617,1190.6247307338751,1412.084214397405,1116.8049028460318
416,2015-000028681 Golden Minerals Company-f1-02327135_1-1-1,2015-02-20,,1250.0,1263.1945586217184,73.62539773057235,1336.8199563522908,1189.569160891146,1410.445354082863,1115.9437631605738
417,2015-000023269 INV Metals Inc-f1-02322965_1-1-1,2015-03-20,,1350.0,1264.8167818638701,74.82575576162601,1339.642537625496,1189.9910261022442,1414.4682933871222,1115.165270340618
418,2015-000031474 Aureus Mining Inc-f1-02324412_2-1-1,2015-03-25,FS,1300.0,1267.3167818638701,74.27314435346368,1341.5899262173339,1193.0436375104064,1415.8630705707974,1118.7704931569428
419,2015-000008346 Luna Gold Corp-f1-02326959_1-1-1,2015-03-27,MRE,1350.0,1268.0667818638701,74.96699991979983,1343.0337817836698,1193.0997819440704,1418.0007817034698,1118.1327820242705
420,2015-000030017 Timberline Resources Corporation-f1-02353216_2-1-1,2015-04-27,PEA,1150.0,1263.0667818638701,76.02440646360333,1339.0911883274734,1187.0423754002668,1415.1155947910768,1111.0179689366635
421,2015-000025037 Eagle Hill Exploration Corporation-f1-02362821_1-1-1,2015-04-28,,1200.0,1261.1917818638701,76.6448849259486,1337.8366667898188,1184.5468969379215,1414.4815517157674,1107.9020120119728
422,2015-000028221 Orezone Gold Corporation-f1-02362891_1-1-1,2015-04-28,FS,1250.0,1264.9036875000002,72.17914868883308,1337.0828361888332,1192.7245388111671,1409.2619848776662,1120.545390122334
423,2015-000019503 Panoro Minerals Ltd-f1-02354457_1-1-1,2015-05-01,PEA,1300.0,1264.9036875000002,72.17914868883308,1337.0828361888332,1192.7245388111671,1409.2619848776662,1120.545390122334
424,2015-000027965 Ecuador Gold and Copper Corp-f1-02358631_1-1-1,2015-05-19,PEA,1448.0,1268.6036875000002,77.61315299783396,1346.2168404978343,1190.9905345021662,1423.829993495668,1113.3773815043323
425,2015-000005733 Sabina Gold & Silver Corp-f1-02366270_1-1-1,2015-05-20,FS,1200.0,1265.475,77.79756357004928,1343.2725635700492,1187.6774364299506,1421.0701271400985,1109.8798728599013
426,2015-000037240 TMAC Resources Inc-f1-02359475_1-1-1,2015-05-28,,1250.0,1264.225,77.63011823004148,1341.8551182300414,1186.5948817699584,1419.485236460083,1108.964763539917
427,2015-000010403 Lion One Metals Limited-f1-02372763_1-1-1,2015-06-01,,1200.0,1266.725,73.71740479175001,1340.4424047917498,1193.00759520825,1414.1598095835,1119.2901904164999
428,2015-000026433 Northern Vertex Mining Corp-f1-02374684_1-1-1,2015-06-08,FS,1250.0,1264.225,72.50658237139196,1336.7315823713918,1191.718417628608,1409.2381647427837,1119.211835257216
429,2015-000025437 West Kirkland Mining Inc-f1-02373463_1-1-1,2015-06-19,PFS,1225.0,1262.35,72.52746606171551,1334.8774660617155,1189.8225339382843,1407.4049321234309,1117.295067876569
430,2016-000029680 Pinecrest Resources Ltd-f1-02439219_1-1-1,2015-06-30,PEA,1300.0,1263.6,72.73971863202819,1336.339718632028,1190.8602813679718,1409.0794372640562,1118.1205627359436
431,2015-000026119 B2Gold Corp-f1-02375336_2-1-1,2015-06-30,FS,1300.0,1264.85,72.92938277398783,1337.7793827739877,1191.9206172260122,1410.7087655479756,1118.9912344520242
432,2015-000005672 Atlantic Gold Corporation (previously Spur Ventures Inc.)-f1-02383572_3-1-1,2015-07-02,FS,1200.0,1263.6,73.61570345294376,1337.2157034529437,1189.9842965470561,1410.8314069058874,1116.3685930941124
433,2015-000022941 Columbus Gold Corp-f1-02371284_3-1-1,2015-07-08,PEA,1200.0,1261.1,74.04461579483744,1335.1446157948374,1187.0553842051625,1409.1892315896748,1113.010768410325
434,2015-000024152 Premier Gold Mines Limited-f1-02374821_2-1-1,2015-07-15,FS,1250.0,1259.85,73.79269298827292,1333.6426929882728,1186.057307011727,1407.4353859765458,1112.264614023454
435,2015-000000162 Gowest Gold Ltd-f1-02372897_1-1-1,2015-07-15,,1200.0,1257.35,74.0909178142913,1331.4409178142912,1183.2590821857086,1405.5318356285825,1109.1681643714173
436,2015-000024909 Rambler Metals and Mining plc-f1-02396630_1-1-1,2015-07-20,,1075.0,1252.975,79.50503531868664,1332.4800353186865,1173.4699646813133,1411.9850706373732,1093.9649293626267
437,2015-000034430 Hecla Mining Company-f1-02409846_1-1-1,2015-09-08,PEA,1103.0,1246.8,81.34674122355659,1328.1467412235565,1165.4532587764434,1409.4934824471131,1084.1065175528868
438,2015-000005733 Sabina Gold & Silver Corp-f1-02409333_2-1-1,2015-09-14,FS,1150.0,1243.05,82.28342201477473,1325.3334220147747,1160.7665779852252,1407.6168440295494,1078.4831559704505
439,2015-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-02427414_1-1-1,2015-09-19,FS,1150.0,1241.8,83.32734337446581,1325.1273433744657,1158.4726566255342,1408.4546867489316,1075.1453132510683
440,2015-000037125 Paramount Gold Nevada Corp-f1-02428759_2-1-1,2015-10-27,PEA,1250.0,1241.8,83.32734337446581,1325.1273433744657,1158.4726566255342,1408.4546867489316,1075.1453132510683
441,2016-000001122 Golden Star Resources Ltd-f1-02426165_1-2-1,2015-11-03,,1150.0,1236.525,82.25974729866977,1318.7847472986698,1154.2652527013304,1401.0444945973395,1072.0055054026607
442,2015-000023397 Lydian International Limited-f1-02420653_2-1-1,2015-11-06,FS,1150.0,1234.025,83.35204533506328,1317.3770453350635,1150.6729546649367,1400.7290906701267,1067.3209093298735
443,2016-000002429 Radisson Mining Resources Inc-f1-02439942_1-2-1,2015-11-29,,1180.0,1231.025,83.0756490286922,1314.1006490286923,1147.949350971308,1397.1762980573844,1064.8737019426158
